session_id,user_type,entry_page,pages_viewed,time_on_site_sec,device_type,geo_region,referral_source,used_calculator,started_application,completed_application,bounced,dropoff_stage,loan_purpose,propensity_score,zip_code,credit_score,debt,income
session_2284,New,Rates,5,556,Tablet,Northeast,Email,False,False,False,False,submit,Purchase,0.22,37201,697,1089.0,107195.0
session_2285,New,Contact,2,557,Mobile,West,Google,True,True,False,False,submit,Home Equity,0.44,73301,620,856.0,119962.0
session_2286,New,Learn,3,339,Desktop,Midwest,Google,False,True,True,True,review,Purchase,0.36,32202,652,1050.0,104529.0
session_2287,New,Contact,4,668,Desktop,West,Facebook,True,False,False,False,review,Purchase,0.49,29401,671,2210.0,79615.0
session_2288,Returning,Contact,2,808,Desktop,Midwest,Facebook,False,True,True,True,none,Other,0.24,37201,598,1042.0,88528.0
session_2289,Returning,Calculator,2,57,Tablet,Northeast,Other,True,True,False,False,none,Refinance,0.67,73301,702,1563.0,46875.0
session_2290,New,Home,4,804,Mobile,West,Google,True,True,False,True,none,Home Equity,0.23,30301,687,1249.0,81656.0
session_2291,Returning,Learn,1,399,Mobile,Midwest,Google,True,True,True,False,submit,Other,0.6,38103,616,2089.0,63489.0
session_2292,New,Rates,1,413,Mobile,West,Other,False,False,True,False,calculator,Other,0.36,75201,720,2156.0,102358.0
session_2293,New,Rates,5,323,Tablet,South,Direct,False,True,True,False,review,Home Equity,0.25,73301,735,1932.0,149319.0
session_2294,Returning,Home,3,693,Mobile,West,Google,True,False,False,True,start_app,Home Equity,0.7,33601,711,1653.0,97496.0
session_2295,Returning,Home,3,508,Desktop,Midwest,Other,True,False,True,True,calculator,Other,0.97,37201,683,1384.0,35221.0
session_2296,New,Calculator,5,609,Mobile,West,Other,False,True,False,False,start_app,Purchase,0.87,33601,729,904.0,75969.0
session_2297,New,Rates,4,66,Tablet,Midwest,Direct,False,True,True,True,submit,Refinance,0.09,38103,734,2472.0,88062.0
session_2298,New,Learn,3,576,Desktop,West,Facebook,True,False,True,False,start_app,Refinance,0.45,29401,715,1120.0,87184.0
session_2299,Returning,Home,0,675,Desktop,West,Other,False,True,True,True,none,Home Equity,0.69,33601,658,1832.0,66730.0
session_2300,New,Home,7,702,Tablet,Northeast,Google,True,True,True,True,review,Home Equity,0.56,32202,713,2030.0,91132.0
session_2301,New,Home,6,401,Desktop,Northeast,Facebook,False,False,True,False,calculator,Purchase,0.73,29401,759,1222.0,53937.0
session_2302,Returning,Learn,5,765,Mobile,West,Facebook,False,False,True,True,none,Purchase,0.98,29401,670,2019.0,61377.0
session_2303,Returning,Rates,5,651,Tablet,Northeast,Facebook,True,True,True,True,review,Other,0.34,73301,804,1882.0,101145.0
session_2304,Returning,Learn,4,131,Mobile,Northeast,Other,False,True,True,False,none,Purchase,0.77,29401,673,2364.0,59608.0
session_2305,New,Learn,7,384,Tablet,South,Google,False,True,False,False,calculator,Refinance,0.09,70112,701,1265.0,98455.0
session_2306,New,Calculator,8,494,Tablet,Midwest,Direct,False,True,False,True,submit,Purchase,0.87,38103,666,857.0,50763.0
session_2307,Returning,Home,3,723,Tablet,Midwest,Email,True,False,False,False,start_app,Purchase,0.78,29401,711,1247.0,129121.0
session_2308,New,Rates,4,509,Mobile,South,Email,True,False,True,True,submit,Purchase,0.52,33601,612,1604.0,65643.0
session_2309,New,Calculator,6,688,Tablet,West,Facebook,False,True,False,True,start_app,Home Equity,0.82,30301,672,1529.0,79408.0
session_2310,Returning,Calculator,4,245,Desktop,Northeast,Email,True,False,False,True,start_app,Purchase,0.67,70112,645,1303.0,93265.0
session_2311,Returning,Contact,5,680,Mobile,Midwest,Email,False,False,True,True,calculator,Home Equity,0.55,70112,706,545.0,70866.0
session_2312,New,Home,6,356,Tablet,South,Other,True,False,True,True,calculator,Refinance,0.95,32202,749,1735.0,88585.0
session_2313,Returning,Rates,2,729,Tablet,Midwest,Direct,True,True,False,False,submit,Refinance,0.13,29401,732,2486.0,99384.0
session_2314,Returning,Rates,11,629,Mobile,West,Email,False,False,False,False,review,Home Equity,0.99,32202,581,1732.0,109015.0
session_2315,New,Rates,5,276,Desktop,South,Direct,False,True,False,True,review,Home Equity,0.15,32202,802,1805.0,104787.0
session_2316,New,Home,5,727,Desktop,West,Email,False,False,False,True,submit,Purchase,0.48,30301,714,1786.0,80705.0
session_2317,New,Rates,5,117,Tablet,West,Facebook,True,False,True,False,start_app,Purchase,0.23,73301,661,1699.0,81334.0
session_2318,New,Learn,3,363,Tablet,South,Facebook,False,True,True,False,calculator,Refinance,0.27,29401,707,1966.0,143728.0
session_2319,New,Learn,4,693,Desktop,Midwest,Direct,False,True,False,False,submit,Refinance,0.63,37201,708,1698.0,108747.0
session_2320,New,Home,8,808,Tablet,Northeast,Direct,False,True,False,True,review,Refinance,0.03,32202,666,1344.0,61954.0
session_2321,Returning,Rates,6,229,Desktop,Northeast,Direct,True,True,False,False,start_app,Refinance,0.94,38103,709,1102.0,87500.0
session_2322,Returning,Contact,6,412,Desktop,South,Direct,True,True,False,False,review,Other,0.28,75201,669,1376.0,76621.0
session_2323,Returning,Contact,7,457,Desktop,Northeast,Google,True,True,True,True,start_app,Purchase,0.27,38103,679,1657.0,81617.0
session_2324,New,Contact,5,364,Desktop,West,Facebook,False,True,True,False,review,Purchase,0.86,30301,665,1342.0,54263.0
session_2325,New,Learn,8,787,Tablet,Midwest,Email,False,False,False,False,none,Other,0.76,30301,628,1657.0,74702.0
session_2326,New,Contact,5,479,Mobile,South,Google,True,False,True,False,start_app,Refinance,0.67,33601,707,1720.0,130289.0
session_2327,New,Rates,2,245,Mobile,West,Direct,False,False,False,True,start_app,Purchase,0.15,73301,729,1917.0,99477.0
session_2328,New,Rates,1,615,Desktop,West,Email,True,True,False,True,start_app,Purchase,0.77,32202,725,2141.0,30000.0
session_2329,Returning,Contact,6,701,Tablet,Midwest,Facebook,True,False,False,True,none,Home Equity,0.36,38103,740,1539.0,115418.0
session_2330,New,Calculator,8,284,Mobile,Midwest,Direct,True,True,True,False,none,Other,0.99,75201,716,846.0,112241.0
session_2331,Returning,Contact,6,558,Mobile,Northeast,Other,True,False,True,False,review,Home Equity,0.67,30301,673,1327.0,76018.0
session_2332,New,Calculator,4,534,Desktop,Midwest,Direct,True,True,False,False,calculator,Other,0.84,30301,741,1522.0,102932.0
session_2333,Returning,Home,6,467,Desktop,South,Email,False,True,False,True,review,Other,0.73,73301,632,582.0,63515.0
session_2334,Returning,Home,4,679,Tablet,South,Facebook,False,True,True,True,start_app,Other,0.59,75201,654,2194.0,73244.0
session_2335,Returning,Rates,2,499,Mobile,Midwest,Direct,True,False,True,False,start_app,Refinance,0.72,75201,651,1571.0,122464.0
session_2336,Returning,Learn,2,35,Desktop,Midwest,Facebook,False,False,False,False,review,Other,0.6,73301,754,1691.0,78207.0
session_2337,Returning,Rates,2,248,Desktop,West,Google,True,False,False,False,submit,Refinance,0.05,30301,747,2183.0,38257.0
session_2338,Returning,Rates,7,542,Tablet,South,Other,False,True,False,True,calculator,Other,0.35,29401,724,1185.0,83417.0
session_2339,Returning,Learn,4,605,Desktop,Northeast,Google,True,False,False,False,none,Refinance,0.32,29401,753,1787.0,83035.0
session_2340,New,Rates,6,750,Desktop,West,Other,False,False,True,False,calculator,Refinance,0.71,73301,656,1445.0,114959.0
session_2341,New,Learn,5,542,Desktop,West,Google,True,False,True,False,submit,Refinance,0.58,75201,717,1408.0,85358.0
session_2342,Returning,Rates,4,898,Desktop,Northeast,Facebook,True,False,True,True,review,Purchase,0.61,32202,693,1114.0,74460.0
session_2343,New,Home,2,218,Desktop,Northeast,Facebook,True,True,True,False,review,Home Equity,0.85,73301,742,2333.0,111126.0
session_2344,New,Calculator,6,276,Tablet,Midwest,Google,True,True,True,True,start_app,Home Equity,0.53,73301,694,1312.0,88020.0
session_2345,Returning,Rates,5,798,Desktop,Midwest,Email,True,True,True,True,review,Home Equity,0.22,70112,680,1850.0,66249.0
session_2346,New,Calculator,3,715,Mobile,West,Google,False,False,False,False,submit,Purchase,0.01,38103,727,562.0,113875.0
session_2347,Returning,Contact,5,650,Desktop,South,Direct,True,True,True,True,review,Purchase,0.16,75201,743,2090.0,89842.0
session_2348,New,Rates,1,601,Desktop,South,Email,False,True,False,True,review,Purchase,0.03,33601,666,2026.0,85073.0
session_2349,Returning,Home,4,584,Mobile,West,Facebook,True,True,True,False,submit,Other,0.24,33601,696,1549.0,89448.0
session_2350,New,Learn,6,457,Mobile,South,Google,True,False,True,True,none,Other,0.63,75201,647,1387.0,58233.0
session_2351,Returning,Home,1,579,Desktop,South,Email,False,True,True,False,calculator,Other,0.15,70112,575,1700.0,71809.0
session_2352,New,Calculator,5,392,Tablet,Northeast,Direct,True,False,True,False,review,Other,0.08,70112,710,2644.0,85090.0
session_2353,New,Learn,4,799,Mobile,Midwest,Other,True,True,False,False,calculator,Other,0.97,30301,730,618.0,80133.0
session_2354,New,Home,7,623,Tablet,Midwest,Facebook,True,False,False,False,calculator,Home Equity,1.0,38103,713,1891.0,116811.0
session_2355,Returning,Home,8,425,Desktop,West,Email,True,True,False,True,start_app,Home Equity,0.64,29401,602,1044.0,90435.0
session_2356,Returning,Home,3,762,Desktop,Northeast,Email,True,False,True,True,none,Home Equity,0.11,37201,682,1490.0,106373.0
session_2357,New,Learn,4,652,Mobile,South,Email,True,False,True,True,calculator,Home Equity,0.82,37201,589,1376.0,85235.0
session_2358,New,Home,8,806,Mobile,West,Google,False,False,True,False,start_app,Home Equity,0.54,37201,768,1286.0,111407.0
session_2359,Returning,Home,1,165,Tablet,West,Facebook,True,False,False,False,submit,Purchase,0.18,75201,645,1495.0,94938.0
session_2360,New,Calculator,5,463,Desktop,South,Facebook,False,False,False,True,submit,Purchase,0.58,33601,762,933.0,85336.0
session_2361,New,Home,9,877,Mobile,Midwest,Google,True,True,True,False,submit,Other,0.04,33601,747,2015.0,84668.0
session_2362,Returning,Home,5,347,Mobile,South,Google,True,False,True,False,submit,Home Equity,0.97,29401,654,603.0,61139.0
session_2363,Returning,Contact,3,564,Mobile,West,Google,False,True,False,True,submit,Other,0.83,75201,643,1770.0,97673.0
session_2364,New,Learn,3,530,Tablet,Midwest,Direct,False,False,True,True,start_app,Purchase,0.26,37201,717,1337.0,83995.0
session_2365,Returning,Contact,4,378,Desktop,West,Email,True,True,False,False,none,Other,0.42,32202,657,915.0,72450.0
session_2366,New,Calculator,3,88,Mobile,Northeast,Direct,False,True,True,False,none,Home Equity,0.4,33601,705,1601.0,112662.0
session_2367,New,Contact,4,807,Mobile,Midwest,Facebook,True,True,False,False,start_app,Home Equity,0.86,30301,675,722.0,53745.0
session_2368,Returning,Rates,9,169,Mobile,West,Google,True,False,False,True,start_app,Home Equity,0.35,73301,610,1520.0,74438.0
session_2369,New,Learn,7,657,Desktop,West,Email,True,True,False,False,review,Purchase,0.05,32202,588,789.0,110693.0
session_2370,Returning,Home,5,233,Tablet,Northeast,Other,False,False,False,True,calculator,Other,0.21,33601,711,1731.0,92888.0
session_2371,Returning,Contact,5,187,Tablet,South,Email,False,False,False,True,submit,Refinance,0.22,70112,671,1038.0,83804.0
session_2372,New,Contact,2,359,Desktop,Midwest,Other,False,True,True,True,calculator,Refinance,0.95,33601,672,1275.0,91275.0
session_2373,Returning,Home,7,225,Tablet,West,Email,False,False,True,False,review,Refinance,0.92,30301,734,1647.0,89485.0
session_2374,New,Home,3,460,Tablet,West,Google,True,True,False,True,none,Refinance,0.3,37201,758,1114.0,47083.0
session_2375,Returning,Calculator,5,753,Mobile,West,Other,False,False,False,True,submit,Refinance,0.0,70112,686,1471.0,76268.0
session_2376,New,Contact,2,582,Tablet,West,Other,False,True,True,True,none,Purchase,0.52,75201,682,743.0,125413.0
session_2377,Returning,Contact,2,548,Mobile,South,Facebook,False,False,False,False,start_app,Home Equity,0.8,38103,725,1815.0,68517.0
session_2378,New,Rates,4,891,Tablet,South,Email,True,True,False,True,calculator,Refinance,0.27,37201,632,2382.0,77042.0
session_2379,New,Rates,4,646,Mobile,South,Direct,True,False,False,False,none,Refinance,0.44,38103,711,2896.0,71459.0
session_2380,Returning,Contact,8,501,Desktop,Midwest,Direct,True,False,False,False,review,Refinance,0.17,32202,727,1546.0,82825.0
session_2381,New,Rates,9,487,Desktop,South,Facebook,False,True,True,False,none,Other,0.33,73301,734,1894.0,70422.0
session_2382,New,Contact,10,849,Tablet,Midwest,Facebook,True,False,True,True,submit,Home Equity,0.76,70112,603,610.0,97169.0
session_2383,New,Learn,8,74,Mobile,South,Facebook,True,False,True,True,submit,Refinance,0.43,29401,661,2251.0,89933.0
session_2384,New,Calculator,10,67,Desktop,West,Google,True,False,True,False,calculator,Purchase,0.45,70112,656,1888.0,104339.0
session_2385,New,Rates,2,705,Desktop,Northeast,Google,False,False,False,True,start_app,Home Equity,0.79,33601,704,1258.0,58726.0
session_2386,New,Contact,7,622,Tablet,Midwest,Google,False,True,True,False,submit,Home Equity,0.76,33601,724,2119.0,76491.0
session_2387,Returning,Rates,6,370,Mobile,Northeast,Google,True,False,True,False,review,Home Equity,0.19,33601,774,1373.0,79357.0
session_2388,Returning,Calculator,6,599,Mobile,Northeast,Facebook,True,True,True,False,calculator,Other,0.42,32202,675,1271.0,96391.0
session_2389,Returning,Learn,6,331,Desktop,West,Facebook,True,True,False,False,submit,Home Equity,0.85,37201,675,1738.0,65169.0
session_2390,Returning,Home,5,664,Tablet,West,Google,True,False,False,True,review,Refinance,0.46,29401,757,968.0,107891.0
session_2391,New,Home,4,736,Desktop,Midwest,Google,True,False,True,True,none,Refinance,0.66,29401,714,2011.0,114660.0
session_2392,New,Rates,4,222,Desktop,Midwest,Other,False,True,True,True,review,Other,0.31,33601,763,972.0,60278.0
session_2393,Returning,Contact,4,645,Tablet,Midwest,Email,True,True,False,True,calculator,Purchase,0.06,38103,714,975.0,72728.0
session_2394,New,Calculator,3,653,Tablet,South,Other,True,False,False,False,submit,Other,0.16,32202,642,1045.0,71702.0
session_2395,Returning,Learn,6,161,Tablet,South,Email,True,False,True,False,start_app,Other,0.4,33601,633,1880.0,150810.0
session_2396,New,Learn,4,637,Mobile,Northeast,Google,False,False,True,True,start_app,Refinance,0.35,73301,622,1192.0,74252.0
session_2397,New,Learn,8,624,Tablet,Midwest,Google,False,True,True,False,review,Home Equity,0.9,37201,733,826.0,126941.0
session_2398,Returning,Home,4,497,Tablet,Northeast,Google,True,True,False,True,review,Other,0.55,75201,759,1197.0,53334.0
session_2399,New,Calculator,5,199,Desktop,South,Other,False,False,True,False,review,Purchase,0.63,73301,792,1484.0,60259.0
session_2400,Returning,Home,6,590,Tablet,Northeast,Facebook,False,True,True,False,submit,Refinance,0.69,38103,742,910.0,67835.0
session_2401,Returning,Rates,4,676,Tablet,Northeast,Email,False,False,True,True,start_app,Home Equity,0.53,70112,758,924.0,63858.0
session_2402,Returning,Learn,5,294,Desktop,Midwest,Other,True,True,True,False,start_app,Purchase,0.77,70112,670,2556.0,78303.0
session_2403,New,Calculator,1,228,Mobile,Midwest,Google,True,True,True,False,calculator,Other,0.78,73301,642,1070.0,67281.0
session_2404,New,Learn,2,312,Tablet,Northeast,Facebook,True,True,False,True,calculator,Purchase,0.35,33601,742,1338.0,64516.0
session_2405,Returning,Home,4,434,Desktop,South,Other,True,False,False,True,none,Other,0.08,75201,720,1316.0,113962.0
session_2406,New,Home,3,576,Mobile,Northeast,Email,True,True,False,True,submit,Other,0.99,30301,705,1289.0,115595.0
session_2407,Returning,Home,2,885,Mobile,South,Google,False,True,False,False,review,Other,0.64,30301,719,1811.0,108732.0
session_2408,Returning,Learn,5,509,Tablet,Northeast,Email,False,False,False,False,calculator,Other,0.71,38103,716,1974.0,98100.0
session_2409,New,Calculator,7,233,Mobile,Northeast,Google,False,False,False,False,none,Other,0.76,33601,764,1347.0,87319.0
session_2410,Returning,Calculator,5,500,Tablet,Midwest,Google,True,True,False,True,none,Refinance,0.61,29401,764,882.0,72574.0
session_2411,New,Rates,2,782,Mobile,Northeast,Direct,False,True,False,False,start_app,Other,0.47,29401,727,2137.0,61171.0
session_2412,New,Learn,8,378,Mobile,South,Email,True,False,False,True,submit,Home Equity,0.98,37201,742,1452.0,94075.0
session_2413,New,Rates,4,864,Mobile,Northeast,Facebook,True,False,True,False,submit,Other,0.73,75201,725,2365.0,55659.0
session_2414,Returning,Rates,3,72,Tablet,Northeast,Google,False,True,True,False,review,Refinance,0.85,75201,676,377.0,60152.0
session_2415,Returning,Rates,3,805,Mobile,South,Facebook,False,False,False,False,submit,Purchase,0.44,70112,737,1598.0,113823.0
session_2416,New,Rates,8,511,Desktop,Northeast,Other,True,False,False,True,review,Home Equity,0.9,32202,630,2459.0,132516.0
session_2417,New,Home,5,406,Desktop,Northeast,Google,False,False,True,False,submit,Purchase,0.73,38103,752,1323.0,94832.0
session_2418,Returning,Rates,3,107,Mobile,Northeast,Google,False,False,True,False,start_app,Purchase,0.75,30301,640,1387.0,112661.0
session_2419,New,Calculator,10,65,Tablet,Northeast,Google,False,True,True,True,none,Home Equity,0.09,38103,714,1648.0,78854.0
session_2420,New,Rates,4,412,Desktop,South,Facebook,True,False,False,False,submit,Refinance,0.62,29401,657,1221.0,51558.0
session_2421,Returning,Home,3,845,Mobile,West,Direct,True,False,True,False,submit,Other,0.34,29401,727,1344.0,100304.0
session_2422,Returning,Contact,6,203,Desktop,South,Email,False,False,False,False,start_app,Other,0.67,73301,698,1331.0,99232.0
session_2423,Returning,Contact,2,676,Desktop,South,Google,False,True,False,True,calculator,Other,0.57,37201,620,1186.0,86792.0
session_2424,New,Contact,7,359,Desktop,West,Email,True,False,True,False,review,Purchase,0.11,75201,721,2114.0,78941.0
session_2425,Returning,Learn,2,681,Desktop,South,Email,True,True,False,False,calculator,Home Equity,0.53,38103,671,1731.0,109055.0
session_2426,Returning,Calculator,7,84,Desktop,Northeast,Email,True,False,True,True,none,Other,0.45,29401,744,1625.0,60357.0
session_2427,Returning,Home,5,793,Mobile,South,Facebook,True,True,True,True,calculator,Other,0.78,32202,700,1904.0,65655.0
session_2428,Returning,Contact,9,308,Desktop,Northeast,Email,False,True,True,False,none,Refinance,0.5,70112,719,1368.0,59797.0
session_2429,Returning,Home,3,488,Mobile,Midwest,Other,True,False,True,True,review,Refinance,0.48,30301,652,1113.0,87124.0
session_2430,Returning,Home,4,721,Desktop,Northeast,Facebook,True,True,True,False,start_app,Purchase,0.72,37201,670,1199.0,57803.0
session_2431,Returning,Learn,5,554,Tablet,Northeast,Facebook,False,False,True,True,none,Home Equity,0.67,32202,677,1501.0,67894.0
session_2432,New,Contact,4,745,Mobile,South,Other,False,True,True,False,review,Refinance,0.99,37201,742,970.0,67356.0
session_2433,Returning,Rates,7,484,Tablet,South,Direct,False,True,True,True,start_app,Home Equity,0.35,73301,783,1250.0,78485.0
session_2434,New,Home,7,850,Tablet,South,Direct,True,True,False,True,calculator,Refinance,0.69,29401,659,1242.0,47816.0
session_2435,New,Contact,3,604,Desktop,Midwest,Google,True,False,True,False,calculator,Home Equity,0.17,70112,753,2562.0,87180.0
session_2436,Returning,Home,5,521,Desktop,West,Direct,False,True,False,True,none,Home Equity,0.8,32202,591,300.0,116183.0
session_2437,New,Learn,7,103,Desktop,Northeast,Google,True,True,True,True,submit,Home Equity,0.79,37201,640,1410.0,88387.0
session_2438,Returning,Learn,8,484,Desktop,West,Email,True,True,False,True,submit,Purchase,0.73,75201,652,2363.0,123533.0
session_2439,New,Rates,3,848,Desktop,West,Google,True,False,True,True,start_app,Refinance,0.12,73301,632,1561.0,118350.0
session_2440,Returning,Learn,3,184,Tablet,Midwest,Direct,False,False,False,False,calculator,Refinance,0.99,75201,620,1877.0,104443.0
session_2441,New,Contact,8,548,Tablet,Northeast,Google,False,True,False,False,review,Other,0.94,70112,720,1550.0,86867.0
session_2442,Returning,Learn,2,404,Desktop,Northeast,Facebook,True,True,False,False,start_app,Other,0.37,32202,689,1166.0,85563.0
session_2443,Returning,Rates,5,335,Desktop,Midwest,Direct,True,False,False,False,none,Purchase,0.58,73301,718,379.0,104095.0
session_2444,New,Calculator,5,372,Mobile,Midwest,Google,True,False,True,True,none,Refinance,0.89,32202,734,1603.0,75208.0
session_2445,New,Home,3,694,Mobile,Northeast,Direct,True,True,False,True,start_app,Other,0.49,29401,713,1112.0,37937.0
session_2446,Returning,Home,7,73,Tablet,Midwest,Other,True,False,False,False,review,Refinance,0.6,33601,732,1100.0,97300.0
session_2447,New,Contact,4,577,Tablet,South,Direct,False,False,True,True,calculator,Other,0.6,73301,696,1251.0,56723.0
session_2448,Returning,Rates,4,470,Tablet,Northeast,Other,False,False,False,True,calculator,Purchase,0.65,75201,640,2372.0,60946.0
session_2449,New,Rates,4,126,Desktop,West,Google,True,True,True,True,review,Other,0.58,70112,752,2702.0,85006.0
session_2450,Returning,Rates,5,194,Tablet,South,Other,False,True,True,True,calculator,Purchase,0.41,29401,670,1609.0,82622.0
session_2451,New,Home,7,775,Tablet,West,Direct,True,True,False,False,submit,Purchase,0.54,33601,653,1268.0,49698.0
session_2452,Returning,Learn,2,132,Tablet,Midwest,Facebook,True,True,True,True,submit,Home Equity,0.87,30301,691,911.0,89137.0
session_2453,New,Home,5,465,Mobile,West,Other,True,True,True,False,review,Purchase,0.86,29401,654,1734.0,109153.0
session_2454,Returning,Home,7,410,Tablet,South,Direct,False,False,True,True,submit,Home Equity,0.77,70112,679,2391.0,56791.0
session_2455,New,Home,5,476,Tablet,Midwest,Facebook,False,False,False,False,start_app,Refinance,0.41,37201,717,1376.0,116812.0
session_2456,Returning,Learn,0,36,Mobile,South,Email,False,True,False,False,calculator,Purchase,0.79,73301,717,311.0,45996.0
session_2457,New,Calculator,4,123,Tablet,Midwest,Other,False,False,False,False,start_app,Purchase,0.39,32202,655,1835.0,137933.0
session_2458,New,Contact,0,473,Desktop,Northeast,Other,False,False,False,False,review,Purchase,0.66,70112,675,1993.0,74718.0
session_2459,Returning,Calculator,3,508,Mobile,West,Google,False,False,False,False,submit,Other,0.57,73301,753,707.0,88640.0
session_2460,New,Calculator,9,662,Tablet,West,Email,True,False,True,True,start_app,Purchase,0.3,32202,724,1588.0,37699.0
session_2461,New,Home,3,523,Mobile,Northeast,Google,True,True,True,True,start_app,Refinance,0.45,38103,803,1726.0,83447.0
session_2462,Returning,Calculator,5,66,Tablet,Northeast,Google,True,False,False,True,none,Home Equity,0.83,75201,759,1463.0,90712.0
session_2463,Returning,Home,5,562,Tablet,West,Direct,True,True,False,False,start_app,Refinance,0.91,30301,757,1105.0,82846.0
session_2464,Returning,Home,6,127,Mobile,Northeast,Google,False,False,True,True,submit,Home Equity,0.21,29401,630,2008.0,70923.0
session_2465,Returning,Contact,2,843,Desktop,Midwest,Other,False,False,True,False,calculator,Refinance,0.46,70112,738,1298.0,61336.0
session_2466,New,Rates,6,50,Mobile,West,Google,True,False,True,False,calculator,Other,0.43,30301,697,757.0,113263.0
session_2467,New,Home,5,261,Desktop,South,Facebook,False,True,False,False,calculator,Refinance,0.49,37201,672,475.0,85770.0
session_2468,New,Calculator,5,497,Desktop,Northeast,Other,False,True,True,False,submit,Refinance,0.98,73301,708,2130.0,123519.0
session_2469,Returning,Contact,4,383,Mobile,Midwest,Direct,False,False,False,False,calculator,Purchase,0.52,73301,747,1808.0,71838.0
session_2470,New,Calculator,5,101,Tablet,West,Google,False,False,False,False,calculator,Other,0.83,70112,725,1544.0,74130.0
session_2471,New,Rates,2,381,Desktop,West,Facebook,False,False,True,False,review,Other,0.66,33601,656,1280.0,105390.0
session_2472,Returning,Learn,4,81,Mobile,Midwest,Facebook,False,True,True,True,review,Purchase,0.11,33601,737,1236.0,44426.0
session_2473,New,Rates,1,251,Tablet,Northeast,Other,True,True,False,False,none,Home Equity,0.7,38103,668,962.0,54663.0
session_2474,New,Contact,5,826,Tablet,West,Google,False,True,False,False,none,Refinance,0.65,75201,710,1284.0,112437.0
session_2475,Returning,Rates,6,354,Tablet,Northeast,Facebook,False,False,True,True,start_app,Purchase,0.76,32202,684,440.0,55702.0
session_2476,New,Rates,3,489,Mobile,Midwest,Google,True,False,True,True,start_app,Other,0.07,37201,689,1132.0,39524.0
session_2477,Returning,Contact,3,196,Mobile,South,Other,True,True,False,True,start_app,Refinance,0.24,30301,738,1345.0,131713.0
session_2478,Returning,Contact,3,312,Tablet,Midwest,Email,True,True,True,True,none,Refinance,0.77,33601,647,1805.0,50155.0
session_2479,New,Calculator,7,530,Tablet,Northeast,Facebook,True,True,False,False,calculator,Home Equity,0.37,38103,797,1480.0,89603.0
session_2480,New,Home,10,746,Tablet,West,Direct,True,False,True,True,start_app,Home Equity,0.91,38103,608,1897.0,86727.0
session_2481,New,Learn,10,396,Tablet,Northeast,Google,True,False,True,True,calculator,Refinance,0.52,70112,670,2175.0,30000.0
session_2482,Returning,Learn,11,679,Mobile,Northeast,Other,True,False,False,False,calculator,Refinance,0.0,37201,718,2029.0,78317.0
session_2483,Returning,Learn,4,65,Tablet,South,Other,True,True,True,True,none,Refinance,0.7,32202,729,1735.0,96210.0
session_2484,New,Rates,5,636,Desktop,West,Direct,True,True,True,True,review,Home Equity,0.51,75201,694,1506.0,93858.0
session_2485,New,Contact,5,557,Desktop,South,Email,False,False,False,False,review,Home Equity,0.32,29401,697,1010.0,107588.0
session_2486,Returning,Contact,2,778,Mobile,South,Google,False,False,False,False,submit,Purchase,0.02,70112,720,1870.0,75313.0
session_2487,New,Contact,6,705,Desktop,Midwest,Email,True,False,True,True,review,Home Equity,0.2,32202,688,2340.0,102813.0
session_2488,New,Home,6,631,Desktop,Midwest,Other,True,False,False,False,start_app,Other,0.16,29401,769,1671.0,67767.0
session_2489,Returning,Contact,7,649,Desktop,West,Facebook,True,False,True,False,none,Other,0.58,29401,741,2459.0,49738.0
session_2490,New,Contact,8,625,Mobile,South,Email,False,False,False,False,calculator,Refinance,0.77,37201,743,737.0,52557.0
session_2491,New,Rates,5,284,Desktop,South,Facebook,True,True,False,True,none,Refinance,0.23,37201,651,923.0,48447.0
session_2492,New,Calculator,6,706,Tablet,Northeast,Direct,False,True,False,True,submit,Home Equity,0.7,30301,696,1928.0,110240.0
session_2493,New,Learn,5,229,Desktop,Northeast,Other,False,True,True,False,submit,Other,0.9,38103,684,1632.0,47136.0
session_2494,Returning,Rates,3,865,Desktop,Midwest,Facebook,False,True,True,False,submit,Purchase,0.62,32202,649,2157.0,91851.0
session_2495,Returning,Rates,3,856,Desktop,South,Google,False,False,True,False,calculator,Home Equity,0.78,70112,718,1492.0,78352.0
session_2496,Returning,Rates,2,698,Tablet,West,Other,True,True,False,True,submit,Home Equity,0.2,73301,673,1066.0,82434.0
session_2497,Returning,Learn,3,60,Mobile,South,Direct,True,True,False,True,submit,Other,0.07,70112,732,1393.0,119090.0
session_2498,New,Rates,4,607,Mobile,Midwest,Google,True,True,True,True,submit,Refinance,0.37,30301,646,734.0,74039.0
session_2499,New,Calculator,12,630,Desktop,West,Other,True,False,True,True,calculator,Refinance,0.71,75201,785,936.0,100290.0
session_2500,New,Contact,7,515,Tablet,South,Email,True,True,False,True,submit,Other,0.69,38103,655,1986.0,85939.0
session_2501,New,Calculator,8,288,Desktop,Northeast,Other,False,True,True,True,start_app,Other,0.96,73301,710,1936.0,81200.0
session_2502,Returning,Contact,3,282,Mobile,South,Google,False,False,True,False,none,Purchase,0.63,33601,739,1682.0,142499.0
session_2503,New,Contact,6,523,Mobile,Midwest,Facebook,True,False,True,True,submit,Other,0.41,75201,671,639.0,48966.0
session_2504,New,Rates,6,263,Tablet,Midwest,Facebook,False,False,False,True,submit,Refinance,0.8,37201,742,1321.0,117228.0
session_2505,Returning,Rates,6,136,Tablet,South,Other,False,True,True,True,none,Other,0.15,29401,638,888.0,101410.0
